Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,inhibition_testing,is_primary_value,well_id,is_dilution
H2,FALSE,NTC,PMMoV Ultra path,FAM,Negative Control,Undetermined,,17,N,Y,17_H2,N
H3,FALSE,NTC,PMMoV Ultra path,FAM,Negative Control,Undetermined,,17,N,Y,17_H3,N
D10,FALSE,S_1_6_30_COL,PMMoV Ultra path,FAM,Unknown,23.1445027,1681343.58,17,N,Y,17_D10,N
D11,FALSE,S_1_6_30_COL,PMMoV Ultra path,FAM,Unknown,23.2454548,1576489.63,17,N,Y,17_D11,N
D12,FALSE,S_1_6_30_COL,PMMoV Ultra path,FAM,Unknown,23.341478,1482829.33,17,N,Y,17_D12,N
A10,FALSE,S_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,22.7543797,2156387.42,17,N,Y,17_A10,N
A11,FALSE,S_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,22.8105456,2080501,17,N,Y,17_A11,N
A12,FALSE,S_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,22.5463988,2462299.2,17,N,Y,17_A12,N
E10,FALSE,S_2_6_30_COL,PMMoV Ultra path,FAM,Unknown,22.1949061,3081129.22,17,N,Y,17_E10,N
E11,FALSE,S_2_6_30_COL,PMMoV Ultra path,FAM,Unknown,22.2967246,2887384.13,17,N,Y,17_E11,N
E12,FALSE,S_2_6_30_COL,PMMoV Ultra path,FAM,Unknown,22.3647077,2764853.75,17,N,Y,17_E12,N
B10,FALSE,S_2_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.4740431,1362600.45,17,N,Y,17_B10,N
B11,FALSE,S_2_6_30_MOS,PMMoV Ultra path,FAM,Unknown,22.5087516,2522142.89,17,N,Y,17_B11,N
B12,FALSE,S_2_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.7324252,1155560.08,17,N,Y,17_B12,N
F10,FALSE,S_3_6_30_COL,PMMoV Ultra path,FAM,Unknown,21.8057274,3949286.37,17,N,Y,17_F10,N
F11,FALSE,S_3_6_30_COL,PMMoV Ultra path,FAM,Unknown,22.2368258,2999835.83,17,N,Y,17_F11,N
F12,FALSE,S_3_6_30_COL,PMMoV Ultra path,FAM,Unknown,21.9485781,3605344.04,17,N,Y,17_F12,N
C10,FALSE,S_3_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.7728665,1126132.93,17,N,Y,17_C10,N
C11,TRUE,S_3_6_30_MOS,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_C11,N
C12,FALSE,S_3_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.8000523,1106773.54,17,N,Y,17_C12,N
G1,FALSE,SF_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,22.9637932,1886756.63,17,N,Y,17_G1,N
G2,FALSE,SF_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.1511961,1674180.53,17,N,Y,17_G2,N
G3,FALSE,SF_1_6_30_MOS,PMMoV Ultra path,FAM,Unknown,23.991176,979748.134,17,N,Y,17_G3,N
D7,FALSE,SQ_1_7_1_AMI,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_D7,N
D8,FALSE,SQ_1_7_1_AMI,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_D8,N
D9,FALSE,SQ_1_7_1_AMI,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_D9,N
D4,FALSE,SQ_1_7_1_MOS,PMMoV Ultra path,FAM,Unknown,25.2145994,448958.9,17,N,Y,17_D4,N
D5,FALSE,SQ_1_7_1_MOS,PMMoV Ultra path,FAM,Unknown,25.0855563,487476.404,17,N,Y,17_D5,N
D6,FALSE,SQ_1_7_1_MOS,PMMoV Ultra path,FAM,Unknown,24.5859255,670439.055,17,N,Y,17_D6,N
E7,FALSE,SQ_2_7_1_AMI,PMMoV Ultra path,FAM,Unknown,28.674414,49406.3357,17,N,Y,17_E7,N
E8,FALSE,SQ_2_7_1_AMI,PMMoV Ultra path,FAM,Unknown,28.2421837,65090.463,17,N,Y,17_E8,N
E9,FALSE,SQ_2_7_1_AMI,PMMoV Ultra path,FAM,Unknown,28.7457944,47207.2987,17,N,Y,17_E9,N
E4,FALSE,SQ_2_7_1_MOS,PMMoV Ultra path,FAM,Unknown,24.8621033,562151.867,17,N,Y,17_E4,N
E5,FALSE,SQ_2_7_1_MOS,PMMoV Ultra path,FAM,Unknown,24.8667749,560479.248,17,N,Y,17_E5,N
E6,FALSE,SQ_2_7_1_MOS,PMMoV Ultra path,FAM,Unknown,25.0208991,508001.137,17,N,Y,17_E6,N
F7,FALSE,SQ_3_7_1_AMI,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_F7,N
F8,FALSE,SQ_3_7_1_AMI,PMMoV Ultra path,FAM,Unknown,43.9392376,2.91865341,17,N,Y,17_F8,N
F9,FALSE,SQ_3_7_1_AMI,PMMoV Ultra path,FAM,Unknown,Undetermined,,17,N,Y,17_F9,N
F4,FALSE,SQ_3_7_1_MOS,PMMoV Ultra path,FAM,Unknown,24.813543,579836.613,17,N,Y,17_F4,N
F5,FALSE,SQ_3_7_1_MOS,PMMoV Ultra path,FAM,Unknown,25.0370422,502797.119,17,N,Y,17_F5,N
F6,FALSE,SQ_3_7_1_MOS,PMMoV Ultra path,FAM,Unknown,24.9242015,540320.5,17,N,Y,17_F6,N
B1,TRUE,10,N1 Twist man,FAM,Standard,Undetermined,10,20,N,Y,20_B1,N
B2,FALSE,10,N1 Twist man,FAM,Standard,34.8229492,10,20,N,Y,20_B2,N
B3,FALSE,10,N1 Twist man,FAM,Standard,35.0322494,10,20,N,Y,20_B3,N
C1,FALSE,20,N1 Twist man,FAM,Standard,33.5213026,20,20,N,Y,20_C1,N
C2,FALSE,20,N1 Twist man,FAM,Standard,34.4851295,20,20,N,Y,20_C2,N
C3,FALSE,20,N1 Twist man,FAM,Standard,34.2351876,20,20,N,Y,20_C3,N
D1,FALSE,100,N1 Twist man,FAM,Standard,31.3730481,100,20,N,Y,20_D1,N
D2,FALSE,100,N1 Twist man,FAM,Standard,31.0530353,100,20,N,Y,20_D2,N
D3,FALSE,100,N1 Twist man,FAM,Standard,31.5987504,100,20,N,Y,20_D3,N
E1,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.1882951,1000,20,N,Y,20_E1,N
E2,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.6140848,1000,20,N,Y,20_E2,N
E3,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.8130437,1000,20,N,Y,20_E3,N
F1,FALSE,1.00E+05,N1 Twist man,FAM,Standard,24.1836512,10000,20,N,Y,20_F1,N
F2,FALSE,1.00E+05,N1 Twist man,FAM,Standard,24.441805,10000,20,N,Y,20_F2,N
F3,FALSE,1.00E+05,N1 Twist man,FAM,Standard,24.5901369,10000,20,N,Y,20_F3,N
G1,FALSE,1.00E+06,N1 Twist man,FAM,Standard,20.841122,100000,20,N,Y,20_G1,N
G2,FALSE,1.00E+06,N1 Twist man,FAM,Standard,21.297135,100000,20,N,Y,20_G2,N
G3,FALSE,1.00E+06,N1 Twist man,FAM,Standard,21.3218345,100000,20,N,Y,20_G3,N
D7,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,30.9130579,138.396069,20,N,Y,20_D7,N
D8,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,31.3661994,102.60232,20,N,Y,20_D8,N
D9,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,30.9385285,136.087576,20,N,Y,20_D9,N
E7,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,32.0923755,63.5156717,20,N,Y,20_E7,N
E8,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,31.8395201,75.0590271,20,N,Y,20_E8,N
E9,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,32.331558,54.2350925,20,N,Y,20_E9,N
F7,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,31.3243373,105.478449,20,N,Y,20_F7,N
F8,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,30.8088816,148.25277,20,N,Y,20_F8,N
F9,FALSE,1_m.o._4deg_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,30.8676616,142.60803,20,N,Y,20_F9,N
A7,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,30.4404222,189.095639,20,N,Y,20_A7,N
A8,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,29.813957,285.995701,20,N,Y,20_A8,N
A9,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,30.0404234,246.266949,20,N,Y,20_A9,N
B7,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,29.7076427,306.797445,20,N,Y,20_B7,N
B8,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,29.6345298,321.974461,20,N,Y,20_B8,N
B9,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,29.8311069,282.774782,20,N,Y,20_B9,N
C7,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.782693,291.962048,20,N,Y,20_C7,N
C8,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.7496928,298.394799,20,N,Y,20_C8,N
C9,FALSE,1_m.o._4deg_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.7278851,302.723384,20,N,Y,20_C9,N
D10,FALSE,3_day_RT_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,36.4202113,3.64421547,20,N,Y,20_D10,N
D11,FALSE,3_day_RT_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,34.3585476,14.2204943,20,N,Y,20_D11,N
D12,FALSE,3_day_RT_preservation_S_minsNaCl_REP1,N1 Twist man,FAM,Unknown,34.7697684,10.8385576,20,N,Y,20_D12,N
E10,TRUE,3_day_RT_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,Undetermined,,20,N,Y,20_E10,N
E11,FALSE,3_day_RT_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,34.3680911,14.1311498,20,N,Y,20_E11,N
E12,FALSE,3_day_RT_preservation_S_minsNaCl_REP2,N1 Twist man,FAM,Unknown,35.1209701,8.59493315,20,N,Y,20_E12,N
F10,FALSE,3_day_RT_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,35.5785332,6.35342241,20,N,Y,20_F10,N
F11,FALSE,3_day_RT_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,34.967946,9.50893138,20,N,Y,20_F11,N
F12,FALSE,3_day_RT_preservation_S_minsNaCl_REP3,N1 Twist man,FAM,Unknown,35.2385366,7.95285311,20,N,Y,20_F12,N
A10,FALSE,3_day_RT_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,29.6089171,327.466948,20,N,Y,20_A10,N
A11,FALSE,3_day_RT_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,29.6726505,313.969851,20,N,Y,20_A11,N
A12,FALSE,3_day_RT_preservation_S_plusNaCl_REP1,N1 Twist man,FAM,Unknown,29.9434511,262.554203,20,N,Y,20_A12,N
B10,FALSE,3_day_RT_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,28.9747452,497.801051,20,N,Y,20_B10,N
B11,FALSE,3_day_RT_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,29.2244101,422.132541,20,N,Y,20_B11,N
B12,FALSE,3_day_RT_preservation_S_plusNaCl_REP2,N1 Twist man,FAM,Unknown,29.3259018,394.766013,20,N,Y,20_B12,N
C10,FALSE,3_day_RT_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.3317701,393.239069,20,N,Y,20_C10,N
C11,FALSE,3_day_RT_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.2457568,416.22324,20,N,Y,20_C11,N
C12,FALSE,3_day_RT_preservation_S_plusNaCl_REP3,N1 Twist man,FAM,Unknown,29.5376221,343.254114,20,N,Y,20_C12,N
G4,FALSE,7_14_A,N1 Twist man,FAM,Unknown,35.0054023,9.27659874,20,N,Y,20_G4,N
G5,FALSE,7_14_A,N1 Twist man,FAM,Unknown,34.5099969,12.8669959,20,N,Y,20_G5,N
G6,FALSE,7_14_A,N1 Twist man,FAM,Unknown,33.7634845,21.0661972,20,N,Y,20_G6,N
H4,FALSE,7_14_N,N1 Twist man,FAM,Unknown,32.8095643,39.553259,20,N,Y,20_H4,N
H5,FALSE,7_14_N,N1 Twist man,FAM,Unknown,32.7793081,40.3515408,20,N,Y,20_H5,N
H6,FALSE,7_14_N,N1 Twist man,FAM,Unknown,32.9983959,34.9158842,20,N,Y,20_H6,N
H1,FALSE,7_14_S,N1 Twist man,FAM,Unknown,31.905561,71.8557592,20,N,Y,20_H1,N
H2,FALSE,7_14_S,N1 Twist man,FAM,Unknown,31.6555437,84.7558427,20,N,Y,20_H2,N
H3,FALSE,7_14_S,N1 Twist man,FAM,Unknown,31.7576293,79.2301075,20,N,Y,20_H3,N
D4,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,29.8835946,273.140788,20,N,N,20_D4,N
D5,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,29.9681234,258.310856,20,N,N,20_D5,N
D6,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,29.9919154,254.28388,20,N,N,20_D6,N
F4,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,29.4795709,356.669153,20,N,N,20_F4,N
F5,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,29.6591511,316.78144,20,N,N,20_F5,N
F6,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,30.1967296,222.113818,20,N,N,20_F6,N
A4,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,29.7712053,294.18547,20,N,N,20_A4,N
A5,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,29.4835755,355.727132,20,N,N,20_A5,N
A6,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,29.5636099,337.413241,20,N,N,20_A6,N
B4,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,29.8185391,285.131558,20,N,N,20_B4,N
B5,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,29.9358546,263.874699,20,N,N,20_B5,N
B6,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,29.6333789,322.219281,20,N,N,20_B6,N
C4,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,29.6639745,315.773967,20,N,N,20_C4,N
C5,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,30.1484255,229.313582,20,N,N,20_C5,N
C6,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,29.8183417,285.168724,20,N,N,20_C6,N
G10,FALSE,B_RV_7_15_20_1,N1 Twist man,FAM,Unknown,28.7001071,596.795342,20,N,Y,20_G10,N
G11,FALSE,B_RV_7_15_20_1,N1 Twist man,FAM,Unknown,28.5117941,675.827588,20,N,Y,20_G11,N
G12,FALSE,B_RV_7_15_20_1,N1 Twist man,FAM,Unknown,28.5871935,642.999202,20,N,Y,20_G12,N
H10,FALSE,B_SD2_7_15_20_1,N1 Twist man,FAM,Unknown,33.5012075,25.0501568,20,N,Y,20_H10,N
H11,FALSE,B_SD2_7_15_20_1,N1 Twist man,FAM,Unknown,34.379316,14.0267827,20,N,Y,20_H11,N
H12,FALSE,B_SD2_7_15_20_1,N1 Twist man,FAM,Unknown,34.3613626,14.1940822,20,N,Y,20_H12,N
G7,FALSE,B_SQ_7_15_20_1,N1 Twist man,FAM,Unknown,30.8445466,144.801695,20,N,Y,20_G7,N
G8,FALSE,B_SQ_7_15_20_1,N1 Twist man,FAM,Unknown,30.7865533,150.45508,20,N,Y,20_G8,N
G9,FALSE,B_SQ_7_15_20_1,N1 Twist man,FAM,Unknown,30.5759693,172.903957,20,N,Y,20_G9,N
H7,FALSE,B_SR_7_15_20_1,N1 Twist man,FAM,Unknown,28.5663937,651.892646,20,N,Y,20_H7,N
H8,FALSE,B_SR_7_15_20_1,N1 Twist man,FAM,Unknown,28.7997164,558.799783,20,N,Y,20_H8,N
H9,FALSE,B_SR_7_15_20_1,N1 Twist man,FAM,Unknown,28.8478466,541.317304,20,N,Y,20_H9,N
A1,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,20,N,Y,20_A1,N
A2,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,20,N,Y,20_A2,N
A3,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,20,N,Y,20_A3,N
B1,FALSE,10,N1 Twist man,FAM,Standard,34.6901795,10,21,N,Y,21_B1,N
B2,FALSE,10,N1 Twist man,FAM,Standard,36.3039006,10,21,N,Y,21_B2,N
B3,FALSE,10,N1 Twist man,FAM,Standard,35.6278466,10,21,N,Y,21_B3,N
C1,TRUE,20,N1 Twist man,FAM,Standard,Undetermined,20,21,N,Y,21_C1,N
C2,FALSE,20,N1 Twist man,FAM,Standard,34.1375221,20,21,N,Y,21_C2,N
C3,FALSE,20,N1 Twist man,FAM,Standard,34.670224,20,21,N,Y,21_C3,N
D1,FALSE,100,N1 Twist man,FAM,Standard,32.3391408,100,21,N,Y,21_D1,N
D2,FALSE,100,N1 Twist man,FAM,Standard,32.7548502,100,21,N,Y,21_D2,N
D3,FALSE,100,N1 Twist man,FAM,Standard,32.3335994,100,21,N,Y,21_D3,N
E1,FALSE,1.00E+04,N1 Twist man,FAM,Standard,28.6611525,1000,21,N,Y,21_E1,N
E2,FALSE,1.00E+04,N1 Twist man,FAM,Standard,28.6821448,1000,21,N,Y,21_E2,N
E3,FALSE,1.00E+04,N1 Twist man,FAM,Standard,28.7812232,1000,21,N,Y,21_E3,N
F1,FALSE,1.00E+05,N1 Twist man,FAM,Standard,25.0196564,10000,21,N,Y,21_F1,N
F2,FALSE,1.00E+05,N1 Twist man,FAM,Standard,25.0626439,10000,21,N,Y,21_F2,N
F3,FALSE,1.00E+05,N1 Twist man,FAM,Standard,25.2243436,10000,21,N,Y,21_F3,N
G1,FALSE,1.00E+06,N1 Twist man,FAM,Standard,21.6118991,100000,21,N,Y,21_G1,N
G2,FALSE,1.00E+06,N1 Twist man,FAM,Standard,21.8957892,100000,21,N,Y,21_G2,N
G3,FALSE,1.00E+06,N1 Twist man,FAM,Standard,21.7290519,100000,21,N,Y,21_G3,N
D7,FALSE,7_14_S_1_AMI,N1 Twist man,FAM,Unknown,33.6575286,37.1776174,21,N,Y,21_D7,N
D8,FALSE,7_14_S_1_AMI,N1 Twist man,FAM,Unknown,34.4760196,21.6141322,21,N,Y,21_D8,N
D9,FALSE,7_14_S_1_AMI,N1 Twist man,FAM,Unknown,33.5214019,40.6870148,21,N,Y,21_D9,N
E7,FALSE,7_14_S_2_AMI,N1 Twist man,FAM,Unknown,32.2669114,93.4266308,21,N,Y,21_E7,N
E8,FALSE,7_14_S_2_AMI,N1 Twist man,FAM,Unknown,32.4213558,84.3383268,21,N,Y,21_E8,N
E9,FALSE,7_14_S_2_AMI,N1 Twist man,FAM,Unknown,32.007548,110.945523,21,N,Y,21_E9,N
F7,FALSE,7_14_S_3_AMI,N1 Twist man,FAM,Unknown,33.2416729,48.9728888,21,N,Y,21_F7,N
F8,FALSE,7_14_S_3_AMI,N1 Twist man,FAM,Unknown,33.1569523,51.8007975,21,N,Y,21_F8,N
F9,FALSE,7_14_S_3_AMI,N1 Twist man,FAM,Unknown,32.7570262,67.5190603,21,N,Y,21_F9,N
D10,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,29.9067622,446.344167,21,N,Y,21_D10,N
D11,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,30.0507422,405.728546,21,N,Y,21_D11,N
D12,FALSE,7_14_S40mL-HI_R1,N1 Twist man,FAM,Unknown,30.1180095,388.040917,21,N,Y,21_D12,N
E10,FALSE,7_14_S40mL-HI_R2,N1 Twist man,FAM,Unknown,30.1756235,373.505899,21,N,Y,21_E10,N
E11,FALSE,7_14_S40mL-HI_R2,N1 Twist man,FAM,Unknown,30.2310191,360.044225,21,N,Y,21_E11,N
E12,FALSE,7_14_S40mL-HI_R2,N1 Twist man,FAM,Unknown,30.1789047,372.694697,21,N,Y,21_E12,N
F10,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,30.4123242,319.286237,21,N,Y,21_F10,N
F11,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,30.4146277,318.799269,21,N,Y,21_F11,N
F12,FALSE,7_14_S40mL-HI_R3,N1 Twist man,FAM,Unknown,30.3587947,330.814714,21,N,Y,21_F12,N
A10,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,30.1405573,382.286318,21,N,Y,21_A10,N
A11,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,30.2077616,365.63591,21,N,Y,21_A11,N
A12,FALSE,7_14_S40mL+HI_R1,N1 Twist man,FAM,Unknown,30.6902728,265.57836,21,N,Y,21_A12,N
B10,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,30.4118437,319.387922,21,N,Y,21_B10,N
B11,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,30.3376668,335.478724,21,N,Y,21_B11,N
B12,FALSE,7_14_S40mL+HI_R2,N1 Twist man,FAM,Unknown,30.1968205,368.296378,21,N,Y,21_B12,N
C10,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,30.1124029,389.485204,21,N,Y,21_C10,N
C11,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,29.8491168,463.723336,21,N,Y,21_C11,N
C12,FALSE,7_14_S40mL+HI_R3,N1 Twist man,FAM,Unknown,29.874643,455.945624,21,N,Y,21_C12,N
C4,FALSE,7_14_SF_INF,N1 Twist man,FAM,Unknown,34.2605524,24.9312787,21,N,Y,21_C4,N
C5,FALSE,7_14_SF_INF,N1 Twist man,FAM,Unknown,34.0836751,28.0314741,21,N,Y,21_C5,N
C6,FALSE,7_14_SF_INF,N1 Twist man,FAM,Unknown,33.1914236,50.6309841,21,N,Y,21_C6,N
D4,FALSE,7_14_SF_OSP,N1 Twist man,FAM,Unknown,33.445245,42.7929406,21,N,Y,21_D4,N
D5,FALSE,7_14_SF_OSP,N1 Twist man,FAM,Unknown,33.8532665,32.6552099,21,N,Y,21_D5,N
D6,FALSE,7_14_SF_OSP,N1 Twist man,FAM,Unknown,33.1301289,52.7297404,21,N,Y,21_D6,N
F4,FALSE,7_7_IICR_25mL_A,N1 Twist man,FAM,Unknown,31.8905227,119.891141,21,N,Y,21_F4,N
F5,FALSE,7_7_IICR_25mL_A,N1 Twist man,FAM,Unknown,31.6506199,140.548387,21,N,Y,21_F5,N
F6,FALSE,7_7_IICR_25mL_A,N1 Twist man,FAM,Unknown,31.4736892,158.031124,21,N,Y,21_F6,N
G4,FALSE,7_7_IICR_25mL_N,N1 Twist man,FAM,Unknown,33.4554421,42.5047649,21,N,Y,21_G4,N
G5,FALSE,7_7_IICR_25mL_N,N1 Twist man,FAM,Unknown,33.02664,56.4725585,21,N,Y,21_G5,N
G6,FALSE,7_7_IICR_25mL_N,N1 Twist man,FAM,Unknown,34.3304019,23.8036405,21,N,Y,21_G6,N
E4,FALSE,7_7_IICR_25mL_S,N1 Twist man,FAM,Unknown,33.5648562,39.5321701,21,N,Y,21_E4,N
E5,FALSE,7_7_IICR_25mL_S,N1 Twist man,FAM,Unknown,33.9714823,30.1948298,21,N,Y,21_E5,N
E6,FALSE,7_7_IICR_25mL_S,N1 Twist man,FAM,Unknown,33.3349719,46.0369256,21,N,Y,21_E6,N
H4,FALSE,7_7_IICR_25mL_SF,N1 Twist man,FAM,Unknown,33.7938963,33.9654928,21,N,Y,21_H4,N
H5,FALSE,7_7_IICR_25mL_SF,N1 Twist man,FAM,Unknown,34.5563355,20.4939014,21,N,Y,21_H5,N
H6,FALSE,7_7_IICR_25mL_SF,N1 Twist man,FAM,Unknown,33.3149194,46.652722,21,N,Y,21_H6,N
A7,FALSE,7_7_III-P_100mL,N1 Twist man,FAM,Unknown,33.1258103,52.8808505,21,N,Y,21_A7,N
A8,FALSE,7_7_III-P_100mL,N1 Twist man,FAM,Unknown,32.6747607,71.3018194,21,N,Y,21_A8,N
A9,FALSE,7_7_III-P_100mL,N1 Twist man,FAM,Unknown,33.1466498,52.1556382,21,N,Y,21_A9,N
C7,FALSE,7_7_Qiaviral_60mL,N1 Twist man,FAM,Unknown,32.6805474,71.0289371,21,N,Y,21_C7,N
C8,FALSE,7_7_Qiaviral_60mL,N1 Twist man,FAM,Unknown,32.6558495,72.2009372,21,N,Y,21_C8,N
C9,FALSE,7_7_Qiaviral_60mL,N1 Twist man,FAM,Unknown,32.7965553,65.773476,21,N,Y,21_C9,N
B7,FALSE,7_7_RNez_50mL,N1 Twist man,FAM,Unknown,32.5439506,77.757967,21,N,Y,21_B7,N
B8,FALSE,7_7_RNez_50mL,N1 Twist man,FAM,Unknown,32.7537125,67.6674827,21,N,Y,21_B8,N
B9,FALSE,7_7_RNez_50mL,N1 Twist man,FAM,Unknown,32.8097991,65.1987891,21,N,Y,21_B9,N
G7,FALSE,7_7_S_40mL_III-P,N1 Twist man,FAM,Unknown,32.210152,97.007384,21,N,Y,21_G7,N
G8,FALSE,7_7_S_40mL_III-P,N1 Twist man,FAM,Unknown,32.0097875,110.781007,21,N,Y,21_G8,N
G9,FALSE,7_7_S_40mL_III-P,N1 Twist man,FAM,Unknown,32.2927228,91.8422994,21,N,Y,21_G9,N
A4,FALSE,B_CMSA_7_7_20_1,N1 Twist man,FAM,Unknown,30.9420537,224.768617,21,N,Y,21_A4,N
A5,FALSE,B_CMSA_7_7_20_1,N1 Twist man,FAM,Unknown,30.8747308,235.022658,21,N,Y,21_A5,N
A6,FALSE,B_CMSA_7_7_20_1,N1 Twist man,FAM,Unknown,31.2231405,186.571392,21,N,Y,21_A6,N
B4,FALSE,B_SQ_7_7_20_1,N1 Twist man,FAM,Unknown,30.7104047,262.059064,21,N,Y,21_B4,N
B5,FALSE,B_SQ_7_7_20_1,N1 Twist man,FAM,Unknown,30.5313914,295.063348,21,N,Y,21_B5,N
B6,FALSE,B_SQ_7_7_20_1,N1 Twist man,FAM,Unknown,30.6186882,278.479458,21,N,Y,21_B6,N
A1,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,21,N,Y,21_A1,N
A2,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,21,N,Y,21_A2,N
A3,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,21,N,Y,21_A3,N
B1,FALSE,1.00E+04,PMMoV Ultra man,FAM,Standard,34.7256422,1000,22,N,Y,22_B1,N
B2,FALSE,1.00E+04,PMMoV Ultra man,FAM,Standard,34.9817353,1000,22,N,Y,22_B2,N
